answer,r_pred,f_pred,cross_pred,review
0,0,0,2,"I don't know what happened to this game, but back in the days after the launch it was better.
Now it has many bugs. As example, when I pass over a speedbump or a border on the road, my truck starts flying around getting 100% damage, or the cabin gets in a weird position and it's not drivable anymore, and every time I have to call service.
These bugs are pretty annoying and I'm sure I'm not the only one who meet these problems."
0,0,1,0,"Love the gameplay, but would like one issue to be fixed - I can't seem to use my Corsair Scimitar RGB at all when I play this with my Xbox One controller. I believe my game crashed when I attempted to use my mouse by waving it around. Other than that, it's one of the best singleplayer games around that I have seen so far on PC."
0,0,1,1,"When I first played the game it was ok. like with all games I had to figure out what to do before i could start using and playing the game. The game is very simple and plain in terms of graphics and enviromental objects such as pedestrians and things which could make the game more fun and enjoyable to play. 

It would have been cool to have police chase your truck and give you a ticket, however police are present in the game, but they only flash their lights they dont say or do anything to you except the game gives you a vehicle crash penalty. The game is tediously boring to play it would have been nice to gain points for indicators and such and maybe have drivers design their own courses and deliveries there could have been so much more put into this game I found the game very limited in terms of play. 

I over looked all of this as I used the game to just practise driving around but then in the end the game became very buggy for me and whenever i reached 50 mph the steering wheel would flip to the other side which ultimately caused me to crash and damage my vehicle several times during gameplay. I would like to add that all the signs are wrong also some of the speed limits are like 90 and 100 mph which obviously you can not exceed greater than about 60 mph. I had to uninstall the game I wish I could get my money back but obviously i have played the game for too many hours :("
0,0,1,2,"I would recommend this game but it comes with a few catches, if you don't mind the radio not working all the time (so it will play sometimes then other it stops) it will be fine and sometimes the GPS messes you up when there is a crash it will not give you anther way around, the last problem is don't rely on the signs on the road look at your GPS speed as the roads are mostly for car speeds. Otherwise this game is solid!"
0,0,1,2,"This is a great Truck simulator.

Pro:
- Great graphics
- enjoyable gameplay.
- beautiful light
- nice trucks
- playing with multi monitor it gives you wider angle of view.
- tempomat

Con:
- I have an old force-feedback wheel. Wheel is working, but FFB don't (note someway I found solution to the FFB)... and the pedal became ON-OFF switch, however that is a normal pedal. Without gas pedal I cannot hold the speed. If I push the gas button, it accelerates. Without tempomat this prg is not playable!
- It has the worst GPS I've ever seen. It cause many accident it does not warn you where to take the corner, which track is going to straight... etc. This is the difficulty in the game. It doesn't have good perspective program on the device. Either it shows the way too far or to close.
- sometime AI vehicles behaves dull. They hit your carriage, but it should give way to you (sign shows there). 
- you can buy many update for your truck but it does not explain you what benefits you do buy with them.
- sensitivness is not adjustable by the wheel that would be a real wheel feeling (note with the FFB it is OK)
- so many button necessary to use. It can disturb your attention. Best if you use a controller and wheel together.
- There are no green light with arrows indicating direction you can go. All of the crossing has full green. Why?
- Sometime it does not want to turn off the ""monitor power off"" function -> everything goes to black. So it is a bug.
- It is a seat to the 2nd driver, but I cannot hire driver as a mate. So the sleeping remains."
0,0,2,0,"I would recommend this until they fix the micro stutters. I used to love playing this, but as of recent, it has become unplayable. The game stutters all the time, which makes it impossible to enjoy. I see this is not a new issue either, people have been reporting this since 2018, so I do not know why they are not fixing it? I have gone through every forum post and every YouTube tutorial on this issue, and not one has worked. What I have gathered is that its there engine that is buggy."
0,0,2,2,"The game simulation is really nice , the problem is the game crashes at launch. I have tried all possible solutions which sometimes did work but to often the game has crashed leaving me with a black screen unable to do anything apart an forced switch off which on the long run can damage your drive or even your os. So sadly i uninstall the game. I have tried to get support from SCS but on their website i could not find any."
0,0,2,2,"Fantastic game but I found the add-on Scandinavian and Baltic roads extremely frustrating with constant speed changes making trips slow and instead of enjoying the scenery and game you were concentrating on not getting speeding fines.

I also found many bugs where the speed changes altered so frequently in a short space of time that you do get speeding fines for doing the correct indicated speed.

I have moved to the American Truck Simulator, offering a fantastic enjoyable game but miss the Ferries and planning that I enjoyed with Eurotruck 2."
0,0,2,2,"I never thought I'd get hooked on one of these ""Euro Sim"" games, but I did. There is something very Zen about just driving along the countryside, with your lead foot and the beautiful landscapes around you. If you've ever travelled Europe by rail or car, this game can be a very nostalgic and dramatic experience.

My only complaint is that sometimes the game ""lurches"" -- that is, when you are driving at a constant speed, the truck periodically slows down and then catches up again. During the lurches, the framerate does not seem to drop, so it seems that something else is causing it to bottleneck. I'm playing on a GTX 980 with a 3Ghz i5 CPU and 8Gb RAM, so I doubt my system is to blame. At any rate, the lurching doesn't occur constantly and it doesn't really detract from the driving experience, but I still hope that it gets sorted out in a future update."
0,2,2,2,"Very fun, getting banned every 2 seconds. Crashing many times. But very fun, recommended 10/10"
1,0,1,1,"The game is good, especially with a mods.
Unfortunately, the simulator is not so detailed and you can not fully experience the thrill of keeping a truck.
The game allows you to take and carry loads from point ""A"" to point ""B"".
There is support for controllers and manual settings, the map is just beautiful and the roads are relaxing!

- There is no option to disembark the truck and attach the trailer, no cosmetic injuries occurred, you do not have the option of picking up and reading the cargo documents, missing signal signs that are placed on trucks for different categories country codes, speed limit, warning, ecology warning and others (E, EEV, G, L, S, A, R, H, R, III-VI, ROAD, TRAIN, OVERSIZE, TIR, 22, 265, and etc), there is no tuning for the brands volvo, man, iveco, mercedes, the game also needs an online option - LAN/Dedicated Servers (without mod) ...

7/10 I will continue to buy DLC to help you!"
1,0,1,2,"AWSOME! I don't think Im ready for truck driving yet (in life, not for lots o years) but im getting used to the controls, ONLY REQUESTS: Add snow and seasons."
1,0,1,2,"This game is as close to driving truck as it can me but i wish they had a real scaling of roads and i wish they make an American Truck Simulator with real scale roads with a Templet from Google Earth, when i started this game i thought they used Google Earth as a Templet butt i'm not sure so far its the only thing i played this month i forgot all about Star Trek, TS2012 and Digimon."
1,0,1,2,Good  game but please add sneaky roads in some places...
1,0,2,0,"SCS, is this game available on my iPad?
I wanna play it on my iPad. 
My little pc wont work.
Please make it available on iPad."
1,0,2,2,"OS: GNU/Linux 
Distro: Arch Linux 

Very cool and addictive game. Yes, you can remove truck speed limit :-D Some awesome mods, and loads of great ones. Great community as well.
Some issues with the game, AI still needs a bit of work (it got a lot better with 1.9.22, changelog also states advancements in that regard) in my opinion; infractions sometimes occur without you having any control over it: AI car crash into the trailer, when truck's doing a tricky turn, everybody knows a truck with it's trailer needs space! Or when re-entering a highway, sometimes AI cars will just stop, and even when they have enough time, they won't step on the gas and get going. Waited for them to get going sometimes almost 2mins, they should get going when they hear me using the horn! :D
The map could use some more improvements, better exits on some gas stations (no acceleration lane), for example.
The GPS could talk your way around, with a sweet female voice, preferably. :-)
Actually seeing the drivers hands on the wheel, using the parking brake, turn lights, gears, that'd be awesome and add a lot more life to the cabin view."
1,1,1,1,"A very fun but poorly named game.  It isn't really anything like a simulator and a better name would have been Euro Truck Tycoon.  The 'tycoon' aspect of this game is very good and I hope for the next version that they expand upon it by possibly letting you hire & manage mechanics, dispatchers, etc.  To improve the simulation aspects I would suggest adding insurance and drivers license consequences for accidents, make accidents visually realistic (visible damage) and more catastrophic.  To further improve the immersion more diverse weather is needed (where's the snow in the mountains?), and consider improvements to the wear & tear mechanisms as well.  To expand on the arcade aspect of the game, adding police who pull you over rather than just auto-tickets would go a long way but also adding some sort of bidding-for-jobs against competitors or a race aspect (bonuses for early delivery?) would be fantastic.

The driving aspect of the game is good and can be challenging, however if you are looking for a simulator then Euro Truck Simulator may not be the game you want.  The scenery in this game is gorgeous, and if you like working toward expansion goals you will enjoy hiring & managing drivers, buying garages and trucks, and building skills.  
"
1,1,1,1,"I really like this game alot. I have most of my play time with keyboard controls but I now have a wheel, pedals and a shifter and the game got so much better. I play both offline and with the multiplayer mod. I wish they would update some graphics of the environment and update some of the roads with more interesting landmarks to drive by. I have mostly good things to say about this simulator and I recommend it, especially if you have a steering wheel.

Edit: I have now gone over to play this in VR with Oculus Rift S and I must say that I enjoy the game even more now because of the immersion. I also notice so many things about the environment and the other traffic that I didn't see before when I was looking straight ahead. There are lots of details actually, but they are easy to miss on a flat screen. Now it looks as if I'm inside the truck and really driving it. I used to wish for an eyetracker or something to be able to turn my head, but I must say that there is no way to be more immersed than to move over to VR. Although VR headsets could use a bump in pixel density because when looking in the distance it kind of looks like you are playing Minecraft, but if you are looking not so far ahead it's just so nice."
1,1,1,1,"ADD MULTIPLAYER PLEASE
TO MEET OTHERS PLAYERS :)"
1,1,1,1,"Awesome simulator game! Enjoyed every hour of exploring the map, and creating my very own trucks. The DLC's makes the game even more fun as well as the many workshop items. It made me love trucks and driving in general.
Despite the well developped map, I would like to see larger city's, they are very small. The traffic is always the same, altough this can be fixed by mods/workshop items it would be a nice improvement to add some traffic jams at busy hours/busy places or random events like accidents or traffic works. - Edit:  Despite these random events & detours that have been added I still would love to see an option to add more accidents on the road which really causes traffic jams."
1,1,1,2,i love this game its very relaxing odliy i hope that new dx12 version will be made in time with bigger maps maybe 80%more streets and buildings that show the citys as they realy are 9 out of 10 easy
1,1,1,2,"This game is soo relaxing it's weird, espiecialy if you got wheel and pedals it's very fun. i wuild recomend it to everyone who likes bussiness and traveling around the europe thou they shuild add more of europe like the eastern europe and northern like sweeden, estonia, a bit of russia, latvia and so on.

After they released the going east dlc and scandinavia dlc:

the map is soo much bigger. im very happy that they listen to the community and improve their game.
but for me there is never enough of the map.this might be too much but i would really like to see more roads on the map like thorugh vilages and stuff and also add more of italy, more france,and eventually spain. actually just add all of the europe in the game."
1,1,1,2,"First off, I highly recommend this game. Provided you also get he following DLC, High Power Cargo Pack and Going East Expansion. The first adds new cargo and trailers that are both more rewarding and heavier than the original cargo variety. The second adds a large new section of map to drive, and many more cities and countries. Both are well worth the added cost. The other DLC's available consists of custom paint jobs. They add nothing to the gameplay, but you can buy those if you like them.


About the game;
You are a truck driver in Europe. You select what city you want to base your future company in, and start out working for companies delivering cargo with their trucks. You gain experience with each load that is safely delivered without doing too much damage. You can choose to buy your own truck as soon as you save enough money, or by getting a loan from the bank. If you own your own truck, you can upgrade or customize it however you choose (once you obtain the experience levels to unlock the upgrades wanted). You earn more money if you own your truck vs. driving a company's truck. As you get more money and discover various cities, you can buy additional garages and hire drivers to work for you... increasing your income. You will have to buy a truck for each new driver, and upgrade your garages to gain space for more drivers.  Garages come in 2 sizes. Small has space for 3 drivers and costs $180,000  A small garage can be upgraded to a large garage for an additional $100,000. A large garage also has a fuel pump for your benefit.

While the game is a good game, it is not without certain shortcomings.
First, There are many features that SCS had the code for from prior releases in the series that could have been included but were not. In Hard Trucks wipers had 2 speeds, now they only have 1. In Extreme Trucking, you had a variety of weather and road conditions, from ice and snow, to dirt roads and steep terrain. Here, the weather is very simple... it is either not raining, or its raining. Roads are all paved and quite uneventful. Hills are gradual, and the roads are formed from a set pattern of road sections that have been copied and repeated over and over. 
Another omission is that much of the available upgrades do absolutely nothing.  Most trucks offer 3 different truck cabs. A standard cab w/ no sleeper, a standard cab w/ sleeper, and a larger cab with a bigger sleeper. None of the cabs affect the trucks fuel economy, handling, or performance. The addition of a sleeper does not enable you to rest anywhere that a non-sleeper truck can. It's all purely cosmetic. Same for the transmissions. Al trucks come with a 12 speed transmission regardless of engine. Upgrading to the other 12 speed transmission does nothing for the performance or fuel economy. Tires are another thing, no matter what tires you choose, the handling, performance, fuel economy and wear are the same. All pure cosmetics. Adding a front bumper or guard does nothing to increase the durability of the truck. the AI traffic pays no attention to the existance of the roof mounted safety strobe lamps, nor is there and aerodynamic penalty for the wind drag from a roof mounted light bar full of lights and horns. Horns are ignored by traffic as well. Both horns and roof safety strobe lamps are purely there for cosmetics.
The AI traffic has it's own issues. They will change lanes suddenly, stop suddenly, crash into you, and cause traffic jams lasting over an hour. They also are prone to hauling ass... I've been running 102 mph and been passed and couldn't keep up with traffic cars before in 50 mph zones.
A big issue relates to the drivers you hire and the trucks they drive. It does not make one bit of difference if you buy the cheapest truck you can get (a $97,000 Man for example), or buy the most tricked out, most powerful, most expensive truck (A fully decked out Scania or Volvo costing $275,000+)... you earn the same. Upgrading their trucks does not speed them up, enable them to haul heavier loads, or make them happy... It doesn't do anything. Save your money and give each driver hte cheapest basic truck you can buy. You also cannot see the other trucks on the road, nor in the garages, ever. They only exist as a small thumbnail picture in the manager section.

Things I'd like to see in future updates:
More weather types... Snow and Ice, hail, fog, etc...
More variety in roads, Steep hills and switchbacks, narrow roads with high dropoffs and no guardrails. Dirt, gravel and pothole filled bumpy roads. Roads with deep ruts.
Functional tires that have varying grip depending on terrain and weather. Make better tires last longer or have better traction than cheap tires.
Adjust the engine outputs and trailer load weights so that pulling a 55,000lb trailer with the entry level engine is nearly impossible... making having a more powerful engine something you both need and desire. Adjust fuel economy so that the more powerful the engine, the worse your mileage (currently, there is no difference)
Make upgrading trucks for your driver have a benefit.
Make traffic AI react to safety hazard strobes (stay back a safe distance, give way when turning, etc...) as well as move over when possible if you blow the horn at them.
Make truck cab differences matter. If no sleeper, you stay only in a Hotel or at your upgraded garage. If a small sleeper, you can rest at gas stations and rest areas, but you have to rest longer to get a full 11 hrs driving time. If you have the large sleeper, you rest better, so you don't have to rest as long to get fully rested.
Add additional transmissions to different trucks. Some trucks have 10 speeds, some have 18 speeds..

"
1,2,1,1,MULTIPLAYER with offical game please
1,2,1,1,they need to add muliplayer
1,2,1,1,i wish they can add more trucks
1,2,1,2,"8/10
You get what you pay for!
But I would like the visuals to be slightly improved, like the weather, it's often pretty grey outside, and I would like some ATS type of lightning.
Amazing game."
1,2,1,2,"OMG THIS GAME.. I love this game, it is simply one of the best driving games out there. I hate driving games and racing games but this one actually got to me, I even got a steering wheel specifically for this game! The graphics are beautiful and its actually fun to play! I only wish that it would have my home country Sweden and Finland / Norway on it, so therefore 0/10.


...

but i guess trucks are pretty cool so 9.5/10"
1,2,1,2,"The Greatest simulation game I've ever played, Euro Truck Simulator 2 offers an immersive experience like none other in its genre. The graphics and cabin detail is wonderful, and this is one of those few simulation games that actually have true physics that are realistic. You feel the weight, the power, the size and the essence of your truck and the cargo you carry. SCS software have gone above and beyond to create the ultimate truck driving simulator - going as far as adding a radio function that works wonderfully. Little to no bugs and the free roam features make this game even better.
I cannot recommend this game enough if you enjoy driving simulators, and it's even better with a wheel, pedals and gearshifter (H-shifter is nice). 
I'm sort of being picky with this, but the only thing I can see which can be added to the game is Steam Cloud support. Because nothing is more annoying than gaining 118 hours of game time only to move computer and loose all of that. Plus, Steam doesn't always seem to push the updates like it should do. But again, I'm just being picky. 
11/10."
1,2,1,2,"First off I will start with the two things I think they could improve. When youÅfre driving on a highway which speed limit is 50 and you are going 50 but a car passes you and speeds off into the distance, it doesnÅft seem like they are going the speed limit, which could easily be fixed. The other thing is even if you are at 100% damage your truck shows no wear what so ever, I am not saying to make it into a crash simulator, just to at least make the truck look dented. Other than those two things the game is very fun, if you are looking for gameplay this is not the game for you. This game is for people who want to relax and enjoy the scenery, not race or something like that. ETS2 is fun in a way that doesnÅft make sense it is just overall enjoyable. If you tell someone you play ETS2 they will probably laugh, though if you are talking to another person that has the game they will completely understand your love of ETS2."
1,2,1,2,"[h1]Rating: Recommended[/h1]

[h1]Premise and gameplay[/h1]
Euro Truck Simulator 2 casts you as an up-and-coming truck driver in Europe. You start out doing freelance jobs for other companies who provide you with a truck for each job, eventually amassing enough money to buy your own garage and truck, which is when the game truly begins. Of course, you can always take out a bank loan, but if you want to stay debt-free, you have to work for that money. You can always take a quick job if you feel like it, but to gain access to the most powerful trucks you need to buy and upgrade them yourself, both visually and performance-wise.
After each job you will gain money, experience and truck upgrades. Experience can be used to level up your driver in various ways. For instance, you can put points into certifications for dangerous cargo or long distance driving to unlock more job types or eco-driving to reduce fuel consumption and the resulting costs.
Once you've got your truck company off the ground you can start expanding by buying more trucks, hiring drivers and more garages across Europe. The game doesn't offer much in the way of micro-managing you employees, but you can upgrade their trucks in the same way you upgrade your own and decide what attribute they should focus on levelling up.
Do note that there's no win-state in this game. It just keeps going while you expand your freight empire and if you want a clear goal you need to set it yourself.

When you're ready to hit the road you either pick from a list of available quick jobs or go the the freight market to find cargo to haul with your own truck. Quick jobs are great if you just want a quick fix, as you don't have to drive all the way to pick up your cargo. If you want the pure experience you buy a truck, pick a job and drive to pick up the trailer before embarking on your journey. Along the way you will need to follow the rules of the road and watch out for traffic. Any and all traffic offences will result in a fine, which can severely bite into your profits if you're not careful. While you can get away with speeding, there are speed cameras along most roads that you need to be on the lookout for. You also need to keep an eye on your gas tank and your sleepiness levels and pull into a gas station or rest stop when needed. When you arrive at your destination you can choose to park your truck yourself, which can be a true challenge in certain locations, or relinquish a handful of experience points by using auto-park.

One immersion breaker is that there is no real in-game economy to speak of. Everything stays pretty much static no matter what happens in the game and there are no realistic cargo chains (i.e. raw materials to factory, products to store). This will hopefully likely in the near future as the developer has created tools for creating such chains and has implemented a few in the Scandinavia DLC.

[h1]Presentation[/h1]
Since I'm so late in writing this review, I'm lucky enough to write it after the 1.17 patch was released. This patch brought plenty of changes to the graphical presentation, most importantly the lighting. The game is definitely no Project CARS, but it has absolutely been serviceable and is now even more so with the improved rendering engine. Some scenes are made absolutely gorgeous by it. World textures could definitely use some upgrades to make the game a look bit more realistic and some models look a bit basic, but overall the visuals of the game are just fine. Not mind-blowing, but they do the job well.

The trucks themselves are modelled in stunning detail, and the Mercedes-Benz New Actros that was released in patch 1.18 takes this to a whole new level. It's clear that a lot of love and hard labour has gone into the trucks and they are definitely the highlight of the game's presentation. The only downside to the models is that the switches and knobs inside the cabin aren't adjustable. I may have been spoiled by other pure simulators, but it would be a nice touch if you could actually use the physical buttons instead of mapped keys on a keyboard or controller.

The physics simulation leave a little more to be desired. The truck cabins don't sway as much as they ought, which is especially noticeable during roundabouts or when decelerating. Trailers don't [i]feel[/i] heavy, but just slow you down, and there's very little feedback from the road surface.

The sound design as a whole is serviceable. The truck sounds are of course very good, but the rest of the sound scape doesn't feel as fleshed out. Not that it matters all that much when you spend most of your time inside the cabin (which [i]is[/i] the proper way to play), but it would be nice to have a some more prominent ambient sounds to instil a sense of place when you pull over and turn off the engine. If the truck sounds or road noise aren't to your liking, there are loads of mods available that remedy this.

The world design is generally pretty good. Areas like Great Britain and Switzerland feature some of the best roads and vistas the game has to offer, but some areas feel very bland, especially Germany, which unfortunately is the country you travel through the most because of its location. These areas have generic roads with generic intersections and generic city layouts. It all starts to feel very same-y when you pass the same copy-pasted intersection for the fifth time on a single haul. Some off/on-ramps are also very confusing, where one lane suddenly turns off the road without any heads-up. The signs don't always indicate correctly and these intersections are unrealistically common in the game.
The DLC that has been released is a lot better in this regard, but if you want to up the fidelity of the base game, there are a lot of map mods to try. ProMods is one of the bigger mods that add new areas to the game, but they are also currently in the process of redesigning a lot of the base game to get it up to scratch with the new areas.

The game also supports TrackIR and Oculus, but I haven't had any chance to try these features out.

[h1]Controls[/h1]
The game supports keyboard & mouse, gamepads and steering wheels.
The controls for kb&m and gamepads are fairly straight-forward and work just fine. The wheels are way more interesting and you get a lot of settings to perfect your experience. Earlier, the trucks had some wonky wheel rotation properties, but a recent patch gave all trucks 900? rotation. I haven't found any settings I feel are missing, either. There are multiple sliders for different axes and FFB settings, all buttons are rebindable and there is a useful wizard for quick setup.
The force feedback feels a bit ""grindy"", though. I use a Logitech G27 and it feels like the engines struggle with providing resistance, almost like they're slipping on sand. This does not happen in other games, where the feedback is tight and grippy. I have no idea what causes this, and it doesn't seem like any of the settings fix it. It [i]works[/i] and can give you a juicy jolt if you crash, but it's not what I've come to expect from force feedback.

[h1]Summary[/h1]
Despite some technical flaws this is one of my favorite games. It's a solid package and great for a relaxing evening of driving.
If you can stomach long drives, gradual progression and being responsible for your own fun [strike]in an open world[/strike] on the open road, this game comes highly recommended.

I rate this game:
[strike]Essential[/strike]
[b]Recommended[/b]
[strike]Conditionally recommended[/strike]
[strike]Not recommended[/strike]
[strike]Avoid[/strike]"
1,2,1,2,"First of all, it's a great driving simulator! With proper steering wheel you feel the size, you feel the weight, you feel the struggle of you poor 460HP engine carrying 24 tons! Its great! I like the traffic, I like the roads, I like the feel of spending money on new truck! Finding well priced job on the market is exciting, leveling driver feels rewarding, upgreating your truck feels like Christmas shopping. All of that is great... but now the cons. Economy part of the game is pure arcade. I understand it, common player don't have 3 years to expand his company, so all need to be speeded up. But it still feel crazy getting 30+ euros per km. Game got only main roads on the map, so don't be surprised seeing closed road due to accident and having additional 100-200km to drive when taking alternatives. And it happens often. So often, that I start to ignoring it! Road closed on every 2nd or 3rd job? Just ignore the police and try to drive closed road anyway, usually it's possible and you'll not be fined for that! Not possible? Go wrong way on motorway, its only 100 euros fine! You'll be fined 1000+ euros for +7km speeding so who cares?!? Fines are additional story here. Sometimes I fell like it's not simulator but educational game for 10 years old. No police, no cameras, but you'll still get ticket. For speeding, for red lights (and yellow is red, if you don't believe me, try it), for collisions. Maybe it's possible in Norway, when due the police absence old vikings gods takes action, but in Poland for example? We can drive here +10km/ph in front of police and they will not even blink they eyes. Cameras will take the picture when you're +20km/ph over. Too many paperwork and no profits for fines under 20km/ph. 99% lights don't have cameras, so where this tickets came from?!? So what you're doing? You keep ignoring it as well. When you got 20k+ euros per job, who cares about 2-3k of fines? Take the limitation of your truck, if you're fined for +6-7km/ph, why not drive 130km/ph+ on your important jobs, make it 40 tons racing game! But you know what? It breaks the immerse and all the realism is gone. Fix this stupid fines for everything, this basically not happening in real life! Lower the amount of closed roads or add all the network and let me go back on motorway next entrance. Then it will be really great driving simulator. I'm too old, having too many kilometers on the road to educate me, just let me drive like in real life. That the simulator is for!
I'm very curious about your opinion"
1,2,1,2,"This is one of the best games on steam. I really recomend downloading ets2mp, though. Then you can play with friends.
This game has great graphics and is made very well.

This game is also very chill to play on evenings. You can easily play this for hours at a time without thinking about it.

Really recomend this to anyone, even if you dont like trucks nor Europe. :)

Things I wish to be added:
Finland, more Norway and more Sweeden [SCANDINAVIA DLC]
Maybe a ÅN""Baltics DLC"", Lithuania, Latvia and Estionia
South Europe: Spain, Greece, Portugal etc."
1,2,2,2,"Truck game? I don't even like truck in real life and I always hate it when i got stuck behind one in a one lane road. So I tried the demo of this game to see whats all the hubbub is about. And from being annoyed by truck, this game helps me to form respect and appreciation toward truck driver and somehow annoyed at myself as i see myself in the AI behaviour in game. Like ""WHY THE HECK ARE YOU SLOWING DOWN IN THE MIDDLE OF THE ROAD NOW I NEED TO GEAR DOWN AND BUILD UP AGAIN ALL THOSE LOST MOMENTUM YOU PIECE OF..."" now i drive my car and react properly with trucks on the road. So i bought the game and the journey begins...

It is a very relaxing game that I always fired up during weekend nights. But it also can be challenging at times like hauling the oversize cargo with steerable axle and then trying to reverse park it in one go. Some of the good points about the game that I can think of:-

-The map is huge and it's getting bigger every year.
-New trucks and tuning packs are introduced every now and then.
-New trailer and challenges are introduced as well (heavy cargo, high power cargo, double trailer, and soon to come special cargo)
-Mods:-
+Huge list of mods with multiplayer mod stands out at the top (TruckersMP). You get to have a delivery convoy with your friends or stranger and witness some funny stuff on the road. And it's fun to chat using the CB radio or using other 3rd party voice chat app like ts or discord. I've also joined virtual trucking company and make deliveries based on requirement of a virtual company. If you like role-playing, TruckersMP mod really offer that part in this area. 
+Map mods is just unbelievable and the attention to details in some of the map mods is just astonishing (ProMods, RusMap, TSM, Eldorado... to name a few).  I've driven in snowy region of Iceland and desert of North Africa. 
+Truck Mod and trailer Mod. The truck that you want to drive isn't in vanilla game? chances are there is a mod that allow you to use that model of truck out there. My fave is Volvo VNL with Baobab tree trailer climbing mountain of Eldorado Map mod.
+Truck skin and trailer skin, company name and skin, gas station brand name and fuel price. All these are mod-able that it helps in immersion. 
-Constant update and development of the game. You can tell that they really love the game and that's all I need from a developer.

And that's only what i can think on top of my head. I'm sure there are a lot more points that I haven't mentioned.

But like any other game, there are things that can be improved such as:- (in my opinion)

- the graphic. The graphic is still limited to what DirectX 9 can offer. I'd imagine that having this upgraded will tremendously improve the quality of the game in term of graphic and performance. 
- the ability to own your own trailer and pick up cargo from factory and deliver it. There is still no option for this yet.
- damage system and physics. The damage system is still pretty basic, like if i get into an accident, when i go to service station i can see what the percentage of damage for different part of the truck. I completely fixed the engine and transmission. I ignored the cabin and wheel damage. After leaving the service station, my truck engine died with message ""engine malfunction"" when i know it's completely fixed. It's just the tire and cabin that is still damaged. So it kinda defeat the purpose of having option on what to repair at the service station... oh and it would be nice to have visual effect of a damaged truck. Like my cabin is 100% damaged but in game, it looks brand new and shiny all the time.
- attention to detail. For example it would be nice if we can interact with the interior of the truck like pushing button on the GPS nav, radio, roll down the window, go out of the truck to attach/detach the trailer. And also, there is still no cable connection between the trailer and truck even though the wires and cable is hanging behind the truck, I guess they are connected via wifi?... 

well these are just my opinion. Whatever it is I'm still enjoying the game with my friends. :)



Update - much of the im provement has been met. and lots of development. good job scs and modding community."
2,0,0,0,Cloud saves tag is false. This game does not cloud save your file.
2,0,0,2,very good game but having some problems with it at the moment and cant semm to find out what it the problem
2,0,0,2,Great truck driving in Europe and Asia stuff. The only flaw is their freaking flat nose truck
2,0,1,1,"Cops in the game are unrealistic and unnecessary. I roam in the game, whenever I overspeed, a cop shows up and gives a penalty, double the default penalty. This is no real. Feels like game forces to send cops whenever the player excesses speed limit. It should be definetely improved until it makes sense. Overall, cops in the game makes me not to recommend this game."
2,0,1,2,"verry enjoy this game, but i feel this multiplayer version need server asia.  allways kick from server because high ping. thanks"
2,0,1,2,"Played ETS2, now am truck driver. Impressed with dev support of the game, still continuously updated, doesn't run the smoothest in VR sadly but with a bit of tweaking you should find some settings that work for you."
2,0,1,2,"I play this game when I want to get away from the boredom of real life, and experience boredom in a virtual environment. 

The main enjoyment from this game comes from sticking to the speed limit, stopping at red lights and being able to use your wipers in the rain. Negatives include not being able to buy the awesome soundtrack to this game, the fact that flashing other lorry drivers does not yeild a friendly flash back 100% of the time, and that this game actually exists.

As a whole, I will never get bored of being bored playing this game. 10/10"
2,0,2,0,"Since I bought this game ETS2 I cannot find the Key to activate this game, could you please tell me where it is located"
